filename,width,height,class,xmin,ymin,xmax,ymax
NoiseWEBFire1443_jpg.rf.004f8c6fab8fa627b9bee4a34b30512c.jpg,640,640,Fire,328,336,492,364
ck0kkz639le090848leseakdk_jpeg_jpg.rf.0016e9a03e2df33bf037acc58443f156.jpg,640,640,smoke,189,340,224,387
fire1-128-_jpg.rf.0051e608543cf25e417a2e5836f27f2f.jpg,640,640,Fire,316,128,574,310
MirrorWEBFire1557_jpg.rf.0074fb864218f4b9d64fcc36a7cacf18.jpg,640,640,Fire,328,292,366,408
NoiseWEBSmoke1221_jpg.rf.001ed260678cc06b6dfeb037f8b0b281.jpg,640,640,smoke,336,164,602,290
NoiseWEBSmoke1221_jpg.rf.001ed260678cc06b6dfeb037f8b0b281.jpg,640,640,smoke,90,172,266,326
NoiseWEBSmoke1221_jpg.rf.001ed260678cc06b6dfeb037f8b0b281.jpg,640,640,Fire,320,264,410,348
NoiseWEBSmoke1221_jpg.rf.001ed260678cc06b6dfeb037f8b0b281.jpg,640,640,Fire,450,290,500,326
Img_2114_jpg.rf.0075d8328087cad600a83d81535f5540.jpg,640,640,Fire,143,134,363,580
85_jpg.rf.007ab5d17c5f9cbf12d52800458a3d40.jpg,640,640,Fire,444,408,518,514
Img_1332_jpg.rf.012156612a6f372349517acc2ae140e9.jpg,640,640,Fire,43,524,83,547
Img_1332_jpg.rf.012156612a6f372349517acc2ae140e9.jpg,640,640,Fire,132,387,181,467
Img_1332_jpg.rf.012156612a6f372349517acc2ae140e9.jpg,640,640,Fire,201,454,316,558
WEBSmoke2276_jpg.rf.00aa0bfad771e658a3ba82de56b09870.jpg,640,640,smoke,392,142,612,276
WEBSmoke2276_jpg.rf.00aa0bfad771e658a3ba82de56b09870.jpg,640,640,smoke,332,206,430,292
WEBSmoke2276_jpg.rf.00aa0bfad771e658a3ba82de56b09870.jpg,640,640,Fire,344,302,358,320
Img_1218_jpg.rf.00dec866f2b60c1fa6f1fc9b3f60dae8.jpg,640,640,Fire,120,232,432,553
Img_1218_jpg.rf.00dec866f2b60c1fa6f1fc9b3f60dae8.jpg,640,640,Fire,518,526,588,559
Img_1218_jpg.rf.00dec866f2b60c1fa6f1fc9b3f60dae8.jpg,640,640,Fire,3,532,22,570
new_fire_fire-623_png_jpg.rf.00d4b20734e92e85509d29cdb16ab545.jpg,640,640,Fire,2,274,416,482
new_fire_fire-623_png_jpg.rf.00d4b20734e92e85509d29cdb16ab545.jpg,640,640,Fire,434,250,628,326
Img_1247_jpg.rf.00f04d800546373ba7e5d0445ba72215.jpg,640,640,Fire,330,378,380,443
Img_1247_jpg.rf.00f04d800546373ba7e5d0445ba72215.jpg,640,640,Fire,1,450,157,640
Img_1299_jpg.rf.009ee57cfb52744c150c00f556b47d7c.jpg,640,640,Fire,6,495,51,539
Img_1299_jpg.rf.009ee57cfb52744c150c00f556b47d7c.jpg,640,640,Fire,147,274,324,538
Img_1299_jpg.rf.009ee57cfb52744c150c00f556b47d7c.jpg,640,640,Fire,373,239,479,367
MirrorWEBSmoke2509_jpg.rf.010085a24f6683f91bc6380926ba0972.jpg,640,640,smoke,216,140,410,278
MirrorWEBSmoke2509_jpg.rf.010085a24f6683f91bc6380926ba0972.jpg,640,640,Fire,192,264,384,398
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,smoke,474,86,620,334
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,Fire,110,162,464,304
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,smoke,108,284,342,338
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,Fire,102,328,482,404
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,smoke,6,256,136,520
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,Fire,170,392,226,458
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,smoke,140,84,398,156
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,smoke,152,516,266,554
873_jpg.rf.0080c30bc0f27fab5ee15ba322b0c82d.jpg,640,640,Fire,396,114,494,184
Img_1994_jpg.rf.00ded299c2e77ad27ee82e03b6ae1e9a.jpg,640,640,Fire,182,210,333,588
NoiseWEBFire1107_jpg.rf.00dd2866a4e9dc0ff78a166d2f0b4a69.jpg,640,640,smoke,110,242,470,354
NoiseWEBFire1107_jpg.rf.00dd2866a4e9dc0ff78a166d2f0b4a69.jpg,640,640,Fire,568,356,604,376
NoiseWEBFire1107_jpg.rf.00dd2866a4e9dc0ff78a166d2f0b4a69.jpg,640,640,Fire,534,360,552,378
NoiseWEBFire1107_jpg.rf.00dd2866a4e9dc0ff78a166d2f0b4a69.jpg,640,640,Fire,178,338,532,398
NoiseWEBFire1107_jpg.rf.00dd2866a4e9dc0ff78a166d2f0b4a69.jpg,640,640,Fire,148,372,154,380
fire1-128-_jpg.rf.012682164c7a74f0c45f7da87496e390.jpg,640,640,Fire,316,128,574,310
ezgif-frame-103_jpg.rf.00a9fc7b90b0cc19ba8a9d79605a1b11.jpg,640,640,Fire,0,0,640,640
Img_2022_jpg.rf.01471fd8c358b3a6d6a79b4e4bba245e.jpg,640,640,Fire,166,196,341,585
Img_436_jpg.rf.01696b85b5dd36bdab68a1f31da0ef23.jpg,640,640,Fire,50,29,468,331
Img_1249_jpg.rf.013b371ea5cba8c59269037c8f4e63a7.jpg,640,640,Fire,1,362,132,640
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,45,65,94,171
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,48,248,88,333
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,345,482,640,550
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,460,147,501,478
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,553,328,577,457
Img_1398_jpg.rf.01315144a7b40e37612e7c7df2969508.jpg,640,640,Fire,591,334,613,380
Img_437_jpg.rf.00eedf2bc015950336b489c23fed1f4e.jpg,640,640,Fire,63,24,462,339
ck0lyhdgvtl1m0a46g6vawhau_jpeg_jpg.rf.00ef845a47ab8f19522839e6d33b67c4.jpg,640,640,smoke,126,229,251,415
new_fire_fire-723_png_jpg.rf.00e84a7cfde51a6bcf6b9167eaceda92.jpg,640,640,Fire,112,154,462,352
Img_1054_jpg.rf.00f3f8ded57fd0777d26e2957c2b660d.jpg,640,640,Fire,366,511,519,640
NoiseWEBFire057_jpg.rf.014e7eb2c45ecdc8b69ae26aad3bd688.jpg,640,640,smoke,242,92,638,320
NoiseWEBFire057_jpg.rf.014e7eb2c45ecdc8b69ae26aad3bd688.jpg,640,640,smoke,4,200,242,424
NoiseWEBFire057_jpg.rf.014e7eb2c45ecdc8b69ae26aad3bd688.jpg,640,640,Fire,234,290,500,454
NoiseWEBFire057_jpg.rf.014e7eb2c45ecdc8b69ae26aad3bd688.jpg,640,640,Fire,68,414,214,462
new_fire_fire-509_png_jpg.rf.00d67273b7ee1053643b03688b546f0f.jpg,640,640,smoke,212,171,507,383
new_fire_fire-509_png_jpg.rf.00d67273b7ee1053643b03688b546f0f.jpg,640,640,smoke,334,328,396,446
new_fire_fire-509_png_jpg.rf.00d67273b7ee1053643b03688b546f0f.jpg,640,640,Fire,256,410,396,494
Img_1314_jpg.rf.00f12500f9aea5b02be22435ded0b41d.jpg,640,640,Fire,8,498,47,533
Img_1314_jpg.rf.00f12500f9aea5b02be22435ded0b41d.jpg,640,640,Fire,149,300,343,540
Img_1314_jpg.rf.00f12500f9aea5b02be22435ded0b41d.jpg,640,640,Fire,385,224,453,402
fire1-478-_jpg.rf.0132f90ef248d8334a565a9762067bed.jpg,640,640,Fire,234,102,418,474
fire1-20-_jpg.rf.00822df554422480ad885993d888a34f.jpg,640,640,Fire,184,298,302,410
fire1-20-_jpg.rf.00822df554422480ad885993d888a34f.jpg,640,640,Fire,316,268,462,334
fire1-20-_jpg.rf.00822df554422480ad885993d888a34f.jpg,640,640,smoke,246,136,634,304
fire1-399-_jpg.rf.0171326c84840922ef38aeda03be34b0.jpg,640,640,Fire,224,286,422,394
Img_1110_jpg.rf.0178c5ab0a4f48283afb58ccc693de65.jpg,640,640,Fire,395,545,513,635
MirrorWEBFire1131_jpg.rf.0171476ed50cb3c828279d0545631d43.jpg,640,640,smoke,180,106,414,218
MirrorWEBFire1131_jpg.rf.0171476ed50cb3c828279d0545631d43.jpg,640,640,smoke,398,110,492,272
MirrorWEBFire1131_jpg.rf.0171476ed50cb3c828279d0545631d43.jpg,640,640,Fire,240,180,512,416
MirrorWEBFire1481_jpg.rf.01b6201731f0d296d12e5cef62242b53.jpg,640,640,Fire,272,332,388,396
MirrorWEBFire1481_jpg.rf.01b6201731f0d296d12e5cef62242b53.jpg,640,640,Fire,460,388,466,404
Img_1057_jpg.rf.0187eb3887d83076fe0784af95bcdf47.jpg,640,640,Fire,343,499,513,640
new_fire_fire-540_png_jpg.rf.01cc970274bf0c78e1016bbe2cda1dd4.jpg,640,640,Fire,260,2,384,386
Img_1413_jpg.rf.01ed03dfeb0e338625d8d031463efd79.jpg,640,640,Fire,338,415,355,436
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,smoke,482,224,608,361
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,Fire,292,324,348,350
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,Fire,556,328,636,346
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,smoke,426,304,511,383
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,Fire,146,336,194,356
WEBSmoke1218_jpg.rf.01bf129f55f95682f9b976a584543b80.jpg,640,640,Fire,398,346,430,378
MirrorWEBFire152_jpg.rf.0207301fa284e9926e3ca0d6eef3ab65.jpg,640,640,Fire,156,116,330,282
MirrorWEBFire152_jpg.rf.0207301fa284e9926e3ca0d6eef3ab65.jpg,640,640,Fire,326,306,376,382
Img_1247_jpg.rf.01814fa1630a1c01cfac81bd4753ec9a.jpg,640,640,Fire,330,378,380,443
Img_1247_jpg.rf.01814fa1630a1c01cfac81bd4753ec9a.jpg,640,640,Fire,1,450,157,640
984_jpg.rf.01f3f599911a7c684f070b7dd0f30c5e.jpg,640,640,smoke,54,80,384,284
984_jpg.rf.01f3f599911a7c684f070b7dd0f30c5e.jpg,640,640,smoke,218,268,306,318
984_jpg.rf.01f3f599911a7c684f070b7dd0f30c5e.jpg,640,640,Fire,276,258,384,346
ck0ncwdaxhgtf0a46wezybiq2_jpeg_jpg.rf.01e8f7bc01b84476fe8d398672bd4cad.jpg,640,640,smoke,498,335,635,388
WEBFire214_jpg.rf.01b6dc521e379d64af8f1eee029f386d.jpg,640,640,smoke,211,283,369,388
WEBFire214_jpg.rf.01b6dc521e379d64af8f1eee029f386d.jpg,640,640,Fire,322,382,544,444
ck0lxeugahhve09449l5anbuj_jpeg_jpg.rf.01b7a4eff4868443d630f008ea423c87.jpg,640,640,smoke,164,320,509,390
Img_1393_jpg.rf.01dfba36bde2f24c73ec4bd7a055da76.jpg,640,640,Fire,48,55,105,199
Img_1393_jpg.rf.01dfba36bde2f24c73ec4bd7a055da76.jpg,640,640,Fire,46,258,79,318
Img_1393_jpg.rf.01dfba36bde2f24c73ec4bd7a055da76.jpg,640,640,Fire,332,484,640,558
Img_1393_jpg.rf.01dfba36bde2f24c73ec4bd7a055da76.jpg,640,640,Fire,461,120,498,490
Img_1393_jpg.rf.01dfba36bde2f24c73ec4bd7a055da76.jpg,640,640,Fire,548,320,578,450
ck0nf3wev47fm0794xfr1xuhs_jpeg_jpg.rf.018b64fa493f5b024a32c9a5cbc278de.jpg,640,640,smoke,220,271,257,317
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,smoke,298,142,500,248
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,502,210,542,226
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,368,248,550,340
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,smoke,152,260,366,340
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,356,340,386,346
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,314,342,330,350
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,456,340,480,360
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,190,340,312,364
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,150,340,172,378
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,242,366,310,370
MirrorWEBSmoke2367_jpg.rf.0195b95e56660e9ad16aa92bad5ac8ee.jpg,640,640,Fire,200,370,244,378
ck0kcsfho4r010863q5sjbub6_jpeg_jpg.rf.01f0338cf93669cc81eaaa8be89b582b.jpg,640,640,smoke,438,260,541,326
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,Fire,414,192,458,240
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,Fire,472,196,570,256
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,smoke,1,139,357,378
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,Fire,588,340,634,388
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,Fire,234,400,282,436
33-750417-chemical-factory-fire_jpg.rf.01cb34d3e3adb9d0f13f804c7762a9a8.jpg,640,640,smoke,436,140,532,194
fire1-828-_jpg.rf.02034824c09e4301f0f55f32e722dd20.jpg,640,640,Fire,116,12,524,530
ck0lzyygqj00t0944qnwlwjf2_jpeg_jpg.rf.01a684c9f5f0a339eb619c0f3e85c91d.jpg,640,640,smoke,309,247,424,334
fire1-74-_jpg.rf.01ee247e87eeed89b77f43391a20e00f.jpg,640,640,Fire,200,66,570,386
0067_jpg.rf.020da915e3062de742bb091859bf5dbe.jpg,640,640,smoke,166,194,306,292
0067_jpg.rf.020da915e3062de742bb091859bf5dbe.jpg,640,640,Fire,120,266,214,428
MirrorWEBSmoke2486_jpg.rf.01c40583674098053d89c2cedabd8fe9.jpg,640,640,smoke,312,144,402,238
MirrorWEBSmoke2486_jpg.rf.01c40583674098053d89c2cedabd8fe9.jpg,640,640,Fire,280,206,322,246
MirrorWEBSmoke2486_jpg.rf.01c40583674098053d89c2cedabd8fe9.jpg,640,640,Fire,268,258,278,268
WEBFire2084_jpg.rf.018f2c654b470d5c144e5ccba2d5fd8c.jpg,640,640,Fire,284,216,334,258
WEBFire2084_jpg.rf.018f2c654b470d5c144e5ccba2d5fd8c.jpg,640,640,Fire,326,248,374,288
WEBFire2084_jpg.rf.018f2c654b470d5c144e5ccba2d5fd8c.jpg,640,640,smoke,220,28,396,214
WEBSmoke2380_jpg.rf.021cb86477fc78d930af3f0dccaae3a3.jpg,640,640,smoke,101,142,345,306
WEBSmoke2380_jpg.rf.021cb86477fc78d930af3f0dccaae3a3.jpg,640,640,Fire,206,310,528,370
fire1-345-_jpg.rf.022a4f003993e8b84f9a8d9a3a185a81.jpg,640,640,Fire,204,262,398,412
Img_1321_jpg.rf.0212a6b6fb2f62489e6fffcff2edfaf1.jpg,640,640,Fire,39,515,83,552
Img_1321_jpg.rf.0212a6b6fb2f62489e6fffcff2edfaf1.jpg,640,640,Fire,134,398,183,478
Img_1321_jpg.rf.0212a6b6fb2f62489e6fffcff2edfaf1.jpg,640,640,Fire,202,450,317,561
fire1-1063-_jpg.rf.024c01ceb0703917ea804b2b74bafb8b.jpg,640,640,smoke,78,2,274,246
fire1-1063-_jpg.rf.024c01ceb0703917ea804b2b74bafb8b.jpg,640,640,Fire,216,36,500,620
fire1-940-_jpg.rf.0274a4325f752d0f5303e55f29218e41.jpg,640,640,Fire,72,150,412,578
Img_417_jpg.rf.02b3c672abc4fce9c98dac36ecef6b40.jpg,640,640,Fire,105,209,259,640
ck0na8r4s7dor0721s8pn4uvo_jpeg_jpg.rf.029c4fbc9dcd051a8ec8f7f511192e87.jpg,640,640,smoke,447,301,589,335
MirrorWEBFire1736_jpg.rf.02568dd979b42c1bf6c2366193e6cced.jpg,640,640,Fire,84,376,216,412
fire1-222-_jpg.rf.02c98ae2a758189533bc079ff91333c4.jpg,640,640,Fire,278,80,408,304
NoiseWEBSmoke3223_jpg.rf.0251fc6ba75a625a0a4f2fe1a4d2cef5.jpg,640,640,smoke,344,2,421,139
NoiseWEBSmoke3223_jpg.rf.0251fc6ba75a625a0a4f2fe1a4d2cef5.jpg,640,640,Fire,370,170,384,208
Img_114_jpg.rf.02ac62da8f89e2de16adc65aefaac76d.jpg,640,640,Fire,246,108,347,331
Img_1454_jpg.rf.02853d7316aa0955336780a8a4c25ad9.jpg,640,640,Fire,344,436,351,437
Img_1250_jpg.rf.02bcd16d9d99588397fab5d63e570f0d.jpg,640,640,Fire,0,300,262,640
ck0kkep0vb0nz0721g3sq0a4g_jpeg_jpg.rf.02cdb462f20d272d98e07c598e387c09.jpg,640,640,smoke,325,277,397,332
fire1-333-_jpg.rf.0287e77072b7894f9e8b258421bb1276.jpg,640,640,Fire,170,166,348,338
ck0oul6eyrpa408637g72xnc4_jpeg_jpg.rf.02d4c706824294bc446497f9b7cf462b.jpg,640,640,smoke,69,315,267,387
102_jpg.rf.022ed4221002d2506af2c070499d56c9.jpg,640,640,Fire,578,246,612,298
102_jpg.rf.022ed4221002d2506af2c070499d56c9.jpg,640,640,Fire,534,248,566,296
102_jpg.rf.022ed4221002d2506af2c070499d56c9.jpg,640,640,smoke,120,140,324,474
102_jpg.rf.022ed4221002d2506af2c070499d56c9.jpg,640,640,smoke,366,140,638,216
ck0lxi2vsiexh0701c7jcu934_jpeg_jpg.rf.02b5ce15919d41b036f23b630029aeda.jpg,640,640,smoke,2,93,167,431
new_fire_23_jpg.rf.02a8bc04e2dc2f91566dba0b538e8112.jpg,640,640,Fire,120,398,328,638
fire1-495-_jpg.rf.02c6ac1359e3263c59bd8bae7fbacb43.jpg,640,640,Fire,206,148,638,616
MirrorWEBFire1424_jpg.rf.0276695dd6f3447bc1208a80ac0293e7.jpg,640,640,Fire,180,204,230,230
MirrorWEBFire1424_jpg.rf.0276695dd6f3447bc1208a80ac0293e7.jpg,640,640,Fire,280,226,298,250
MirrorWEBFire1424_jpg.rf.0276695dd6f3447bc1208a80ac0293e7.jpg,640,640,Fire,352,246,374,266
MirrorWEBFire1424_jpg.rf.0276695dd6f3447bc1208a80ac0293e7.jpg,640,640,Fire,436,212,628,406
MirrorWEBFire1424_jpg.rf.0276695dd6f3447bc1208a80ac0293e7.jpg,640,640,Fire,62,326,432,458
Img_394_jpg.rf.028fee561884816d3a8ba9beeaeb95c9.jpg,640,640,Fire,191,148,334,627
ck0kow7lga3y30701f2yvt2b2_jpeg_jpg.rf.029062c29605acd307c71efb35071cc5.jpg,640,640,smoke,317,120,496,344
fire1-374-_jpg.rf.0298fb01e6d3862e9868ab2d606a0c4d.jpg,640,640,Fire,204,244,404,364
Img_2007_jpg.rf.029436ba8dac0abd9b256a296bfd00c0.jpg,640,640,Fire,177,246,333,582
ck0kkthj17c9g0838c3vjfndl_jpeg_jpg.rf.02d1f30cdd219cb5f8734152831fdb35.jpg,640,640,smoke,96,291,362,362
ck0kkwqeq5zxe07942ouxkr5q_jpeg_jpg.rf.02d9aee53423bf6fdc19e4922686cdaf.jpg,640,640,smoke,196,279,219,305
Img_1160_jpg.rf.02d8fe3435fac731fe5bf239522f08b8.jpg,640,640,Fire,140,402,315,536
Img_1160_jpg.rf.02d8fe3435fac731fe5bf239522f08b8.jpg,640,640,Fire,473,498,507,535
Img_1160_jpg.rf.02d8fe3435fac731fe5bf239522f08b8.jpg,640,640,Fire,548,488,600,537
NoiseWEBSmoke3325_jpg.rf.02d665de6ae434d1f2208bd448c381a3.jpg,640,640,smoke,236,179,451,292
NoiseWEBSmoke3325_jpg.rf.02d665de6ae434d1f2208bd448c381a3.jpg,640,640,Fire,148,314,172,324
fire1-165-_jpg.rf.02e1cbb9b26b3f5cc43c4673fbc8d0ab.jpg,640,640,Fire,234,292,470,416
fire1-1542-_jpg.rf.02e262046b6a3be946141e799b6bf459.jpg,640,640,smoke,376,10,638,512
fire1-1542-_jpg.rf.02e262046b6a3be946141e799b6bf459.jpg,640,640,smoke,0,206,265,391
fire1-1542-_jpg.rf.02e262046b6a3be946141e799b6bf459.jpg,640,640,Fire,258,306,396,478
fire1-1542-_jpg.rf.02e262046b6a3be946141e799b6bf459.jpg,640,640,Fire,280,128,320,218
Img_203_jpg.rf.02f0507263020ff057b0677d2b678879.jpg,640,640,Fire,247,436,303,496
Img_203_jpg.rf.02f0507263020ff057b0677d2b678879.jpg,640,640,Fire,307,373,401,483
Img_203_jpg.rf.02f0507263020ff057b0677d2b678879.jpg,640,640,Fire,480,441,523,486
fire1-183-_jpg.rf.0281b7745e66a28f0f8ff5eda240f1a5.jpg,640,640,Fire,240,260,336,326
fire1-183-_jpg.rf.0281b7745e66a28f0f8ff5eda240f1a5.jpg,640,640,Fire,372,296,564,396
Img_2124_jpg.rf.02bbf4ff6cdaedf01f76f0e37fb478c7.jpg,640,640,Fire,167,77,329,491
WEBFire2053_jpg.rf.02ea68954549e37cff34f012e825b488.jpg,640,640,Fire,158,134,474,406
fire1-832-_jpg.rf.0320297209cf58aa898c2fc2e1407f47.jpg,640,640,Fire,122,0,399,421
ck0nf3wev47fm0794xfr1xuhs_jpeg_jpg.rf.0302ebf9de7199e6deb9fb865177d997.jpg,640,640,smoke,220,271,257,317
5870742ea2f5703b_jpg.rf.03221aece36e21e3ce02c86c07e4a799.jpg,640,640,Fire,216,428,316,588
5870742ea2f5703b_jpg.rf.03221aece36e21e3ce02c86c07e4a799.jpg,640,640,Fire,82,522,162,600
Img_2029_jpg.rf.033f0ac2c6f8e41b3a0fd89db7500931.jpg,640,640,Fire,166,155,338,595
ck0t3r8twkazh0794uxyta3xz_jpeg_jpg.rf.032434ef96c1deacc58be34843cb7fad.jpg,640,640,smoke,386,361,521,428
NoiseWEBFire178_jpg.rf.031eab810c11563f10680bf820456cca.jpg,640,640,smoke,64,80,392,350
NoiseWEBFire178_jpg.rf.031eab810c11563f10680bf820456cca.jpg,640,640,Fire,136,302,180,328
NoiseWEBFire178_jpg.rf.031eab810c11563f10680bf820456cca.jpg,640,640,Fire,310,354,330,384
NoiseWEBFire178_jpg.rf.031eab810c11563f10680bf820456cca.jpg,640,640,Fire,14,336,178,400
NoiseWEBFire178_jpg.rf.031eab810c11563f10680bf820456cca.jpg,640,640,Fire,354,370,388,386
WEBFire1401_jpg.rf.03509734bf0ba0f0c773a68e0f37df8f.jpg,640,640,Fire,284,232,598,446
555_jpg.rf.0335ef3f62a222d1ef144530e89f539f.jpg,640,640,Fire,210,232,356,300
Img_348_jpg.rf.03414370f0e09d730a61d09b7bc6573d.jpg,640,640,Fire,142,299,226,620
Img_348_jpg.rf.03414370f0e09d730a61d09b7bc6573d.jpg,640,640,Fire,224,533,276,596
Img_1469_jpg.rf.03537cd23bd063b103b4e0320fb2b2cb.jpg,640,640,Fire,343,419,369,437
fire1-308-_jpg.rf.03e94a80bb0fb9c8a5361bd69a406fd0.jpg,640,640,Fire,206,26,594,362
Img_2115_jpg.rf.036c18ff2ce85fa8a8979af1671db74a.jpg,640,640,Fire,141,146,361,577
WEBFire576_jpg.rf.03f069f6824492ce84fad0ba6da9b81d.jpg,640,640,Fire,272,244,310,292
WEBFire576_jpg.rf.03f069f6824492ce84fad0ba6da9b81d.jpg,640,640,Fire,10,262,162,304
WEBFire576_jpg.rf.03f069f6824492ce84fad0ba6da9b81d.jpg,640,640,Fire,166,294,318,326
fire1-488-_jpg.rf.0338660912ad90299fb40593ad3f96c6.jpg,640,640,Fire,104,12,316,438
WEBFire1746_jpg.rf.03f121a250344754827ca236862bb572.jpg,640,640,smoke,145,195,431,283
WEBFire1746_jpg.rf.03f121a250344754827ca236862bb572.jpg,640,640,Fire,4,244,158,278
WEBFire1746_jpg.rf.03f121a250344754827ca236862bb572.jpg,640,640,Fire,200,268,518,414
Img_1070_jpg.rf.0364965ab4e7201dde0f075b7f3b8084.jpg,640,640,Fire,365,500,518,640
Img_482_jpg.rf.036e1877fdf5ca9b16bdaedf9ace8acb.jpg,640,640,Fire,86,61,290,308
